AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,sequentiality
3E1QT0TDFQV87SHO271A0A54S9Q8I7,2119,ICDWSD3T,35.0,woman,white,1.0,2.0,,3.0,4.0943445622221,climbing a mountain alone,imagined,Mike got sick and wasn't able to hike with me.,1.0,,3AWETUDC93ENROIBBX1NDU28R6CIZD,2.0,I don't like hiking and would never do that by myself.,"As you know, I am not a person who likes to do things on my own. I have a bit of a fear of things like that. Imagine  how I felt being asked my Mike if I wanna go with him to Colorado to hike a mountain. I am not adventurous at all either so this sort of thing takes me by surprise. I can't say that I was into the idea, but I went along with it despite being weary of it. Going to Colorado was a quick trip. I expected it to take longer, but me and Mike talked the whole time so time passed really fast for us. We went to a store to rent hiking gear and ended up asking about the mountains to hike there. We decided on Mt. Ouray. I have no idea, but that was the one we went with. The next day, Mike was sick and couldn't go hiking. I had already paid for my things and Mike urged me to not waste the money and just go anyway. So I did. I ended up being scared most of the time. What if something happened to me?! Soon after all the worry, I had reached the peak! 13,960 ft in the sky and I did it on my own. I had never felt more confident in myself in my life!",2.0,"I traveled to Colorado and decided to conquer a mountain. I chose Mt. Ouray and hiked to 13,960ft+ to the summit by myself. It was an incredible experience and gave me confidence for what I could do on my own.",60.0,1351.653440127884
3YT88D1N09KDCQ16QTRQM9C63MX3KK,1393,RYBMNBP4,45.0,woman,white,3.0,3.0,4.0,5.0,4.0943445622221,Wedding of my nephew,recalled,"they light all these red lights by the lake , and everything turn red",0.5,3YT88D1N09KDCQ16QTRQM9C63MX3KK,3YT88D1N09KDCQ16QTRQM9C63MX3KK,,,"It was my nephew wedding. The event was planned long time ago. And we were all so excited to go.We have to travel far  and has to coordinate things with other family. We have to arive at the aitrport in different days than my son, who was commming from another state. So my brother can have time to pick all of us and not be preassured.The wedding was first in church. Was very emotional. I was dressed very nice. And was so excited to be there with my grandaughter too. She was dressed so cute . Dress was blue and all with ruffles. She fell she was a princess. I remember dancing all the time with her during the night. She was dragging me all around to play with other kids."" Grandma, lets go play"". We live far from my son and my grandaughter. So i enjoy so much being with her.I let my son and his wife enjoy their time. The wedding was perfect too. They had all these amazing games and fun things. Was invited  a famous singer and everyone enjoyed it and was singing with him.Very popular songs.Was very surprising at one point they ask all of us to go out to tha lake .The groom and bride dance in a circle. And we all dance too . They light some special fires that was in a cops and can rotate. So everything was suddenly in a red light. Just an amazing effect.I worried it may rain. previous days was raining. but we were lucky. Weather aws perfect. Bright skys.",3.0,Went to a wedding ofme nephew. Was extemely nice. Recconect me with my family . I enjoy precious time with my granddaughter,60.0,2486.270700190986
3A0EX8ZRN9ADZQU0917ND0PTJ5MBYZ,1288,85QICT3U,18.0,woman,asian,5.0,2.0,,2.0,1.9459101490553128,my time at a bar after breaking up with my girlfriend.,imagined,I slept with a large lady while I was blacked out.,0.25,,3Z7VU45IPZ3CRIMD3QGHLVLM2GK1Z3,1.0,I cannot identify with this story because I am a woman,"This is a story when I was 22. I was at the bar, drinking after a break up with my girlfriend. We had been together for more than two years. I thought she was the perfect one. I thought she was the one that I wanted to marry. But fate had different plans for me. We broke up because she did not know if the relationship would work out. I do not know I did to her but now I am here in a bar alone. The bar was the perfect place to vent out my emotions. Nobody was there to stop me. I drank so much that I blacked out. I do not remember anything that happened after I blacked out. But there is something I know.  The thing is that I was talking to two girls. One large one and one a somewhat attractive one. They were caring for me to listen to me. That is all know. I found myself blacked out, taken home. Apparently, I had sex with the large lady rather than the attractive girl when I was blacked out. In the end, it does not matter at all.",2.0,I got black out drunk and I had sex with a large lady. I was hoping it would be the other girl who was somewhat attractive but it was not.,7.0,737.8958243642394
3X0H8UUIT2A8R7G25MBUISEDJEUWS1,555,HR4MAB6W,30.0,man,white,1.0,2.0,,5.0,2.6390573296152584,winning a jackpot at a slot machine.,imagined,I won the jackpot.,0.75,,3WJ1OXY92B2T1AYQQJ9XJCHLFP2A8Y,2.0,"I can identity with being at a bar, and even playing some slot machines. I've never won anything significant though.","Two weeks ago I was in Vegas with some friends for a weekend getaway. We were walking around enjoying the sights and wandered into this kind of dive bar a little off the strip. It was a nice little place with some really friendly people. We were having some drinks and talking to another group there. They had some slot machines at the bar that you can play while drinking. I was playing casually, not paying all that much attention while talking to everyone. All of the sudden some bells and lights started going off. I didn't even know what was going on, but everyone was looking at me. I finally realized I had one the large jackpot. It was several thousand dollars! I was so happy about it that I bought everyone at the bar a round of drinks. It was a lot of fun after that. Everyone was coming up to me and hanging out and talking. We met people from all over that night, and it'll be something I'll always remember. To be honest though, I'm a little ashamed that this is the most memorable event in my life recently. The fact that it involved a lot of drinking and some gambling isn't something I'm that proud of.",1.0,I won a good jackpot on the slot machines. I bought all the people who were at the bar drinks.  I was surprised that I won at gambling and ashamed that this was one of my most memorable recent events.,14.0,397.05633275966454
3SEPORI8WOL8L6ZDZ99AWWEQ3VBZAF,1007,VH5MH5YK,35.0,woman,white,1.0,1.0,,3.0,3.332204510175204,a fun trip around the east coast,imagined,i saw the cheer's cafe,-0.375,,39LNWE0K4VI65PO15A2FW2NTOUFIUH,2.0,I did see my sister and visited the place I talked about.,"A little before Christmas, my husband and I decided to take a trip along the East Coast. The weather was nice, so it was the perfect time to do so. First, we stopped on Connecticut to visit my sister, her husband, and our nephews and niece. She showed us their local community and we also went to an old toy museum. From there, we decided to go to Boston. We stopped in and saw the Cheers cafe. Boy, that was sure fun! My husband and I took our picture at the iconic Cheer's sign. We also stopped downtown to get some classic Bostonian food. Our last stop was Vermont. My husband's work is from there, even though he works from home. He showed me the little village of Woodstock. They had a cute little in and a covered bridge that looked like it was from the movie Beetlejuice. The restaurants and storefronts all had wood. It was so beautiful. For souvenirs, we took home Vermont maple syrup and their coffee. It makes our breakfasts so much better and reminds us of our East coast trip.",1.0,A trip along the east coast of North America.  Highlights of some of the places visited and the sights seen.,28.0,880.1510800710358
3JWH6J9I9TZJNRQM2ZYCWKRMOSXNBN,527,COA2HA1U,18.0,woman,white,1.0,3.0,4.0,5.0,1.9459101490553128,my mom's memorial service.,recalled,I realized how many people wanted to support me.,0.75,3JWH6J9I9TZJNRQM2ZYCWKRMOSXNBN,3JWH6J9I9TZJNRQM2ZYCWKRMOSXNBN,,,"Last Thursday I attended a memorial service for my mother. She passed away in July after battling breast cancer for 11 years. She was my best friend and losing her was really hard. The memorial service was truly beautiful though. There were so many wonderful people there celebrating her life and embracing her for the wonderful woman she was. People from all over the country showed up, which was really powerful. It was kind of overwhelming for me though, because everyone wanted to talk to me! Thankfully, I had a few of my very close friends there to support me. My coworkers from the farm where I work even showed up. They didn't know my mother, but they wanted to be there to support me. My brother played a piece on the piano that he dedicated to my mom. A lot of extended family members also showed up and they got to meet my boyfriend. Having my boyfriend there was probably the most helpful because he has stood by me though all of this! He never got to meet my mom, which is something I really regret. However, he loves me and will always stand by me.",3.0,My mother's memorial service occurred last Thursday. I saw a lot of people and celebrated my mom's life.,7.0,329.7022493715312
3LRKMWOKB63JG349MUGVQEVR23IZ28,1588,GS56J512,50.0,woman,white,1.0,3.0,3.0,5.0,5.010635294096256,the last time I saw my brother before he passed away.,retold,I saw my friend at Walmart as I did not realize my friend lived close.,1.0,3QXNC7EIPJHXE2JI39IIU20JHYX09G,,,,"I went to visit my brother in the hospital on St. Patrick's day.  He was in the hospital due to problems with his legs and congestive heart failure.  He seemed to be doing better than he had been and he was sitting up when we came into the room. and watching a baseball game on TV.  His doctor had actually told him he'd be getting out the next day so he was in a good mood.  I took my 12-year old son with me and he wore a St. Patty's day blow-up hat that everybody was laughing at and my brother thought was funny.  My mother was there visiting also and she thought the hat was funny.  I also brought him a flower centerpiece for his room that was St. Patty's day related.  He wanted to talk to his wife who was in the Philippines and I tried to help him call her, but we were unable to get her on the phone.  He also wanted me to get him some sugar-free candy as I usually picked some up in the store in the lobby of the hospital when I visited, but it is a smaller hospital and the store was closed because it was Sunday.  So, I offered to go to Walmart nearby to get him some.  I left and came back with the candy and he was very happy that I did this.  One odd thing that happened is I saw a friend who I used to work with at Walmart which was surprising as this area was quite a distance from where I thought this friend lived.  But, my friend told me she had recently moved to that area.  I was unable to go back to visit him when he took a turn for the worse within the next week and was sent to ICU.  I came down with the flu and I did not want to spread my germs in the hospital and definitely not to my brother.  The last thing I remember is the tight hug we shared and us both saying we loved each other.",4.0,I went to visit my brother in the hospital on St. Patrick's Day.  I did not realize it would be my last visit with him.  I took him some flowers and took a trip to the store to get him some candy.,150.0,458.5745420598786
3J2UYBXQQMYAWJHK52F6AS9HBS806Y,885,H0I7F93P,18.0,man,white,2.0,3.0,5.0,5.0,1.9459101490553128,Walking a woman home after getting a bit tipsy,retold,When I saved a woman from not getting hit by a car,0.75,3CFJTT4SXUC47EC5S294MA99J2V7IM,,,,"It was a rainy night and I was out getting drinks. I was alone and feeling lonely. I bought a few drinks, and after feeling a bit tipsy went out to walk around. While it was raining I stood up against a wall and just stood there. A woman comes up and we start talking. While talking we joke about life and we both find out that we're both a bit tipsy. After awhile she wants me to help her home and I agree. While walking home she almost walks into traffic and I pull her back. She is scared and I hold her for a moment in the rain. She starts to cry and I tell her everything is okay. She thanks me and says ""You're my guardian angel"". We manage to get back to her place and before I leave she ask me for my name because she forgot. I tell her my name and she says she wishes more people were like me. She hugs me and says that she hopes to see me again. I say goodbye and walk back home alone.",4.0,Coming home from a party I watched a family of deer cross a road. Then when I got home I fed a stray cat.,7.0,495.38140733397603
34S6N1K2ZW53Q4QNQEST53QVEBLHLG,2557,DKX14VKX,30.0,man,white,1.0,5.0,5.0,5.0,4.499809670330264,my beautiful dog who had Spleen cancer,recalled,her so called back injury was Cancer,0.25,,34S6N1K2ZW53Q4QNQEST53QVEBLHLG,,,"On June 22nd 2019 an event took place in my life that unfortunately will have to live with forever. Prior months to this date all 3 of my dogs were fine and healthy, running and playing like any normal dogs would and should. One day in May my Black Lab started to limp slightly but nothing to serious and worrisome, considering my 3 dogs played rough and wild we thought it was just a minor injury. A week went by and the limp was getting noticeably worse. My mom and i became concerned and soon after called and schedule a Vet appointment for the following week. The day finally came to take my dog, to the vet, thinking it was a minor issue my vet gave her a quick look and basically said she was fine and just hurt her back jumping. At that point i was not to concerned thinking he knew exactly what he was talking about. Another week went by and the limp got even worse. Again we took her back to the Vet, this time he had done an X-ray. Days later the results of the X-ray came back and he said she had a slight disc slip in her back, that has been there a while but nothing that should be causing the limp, he gave her medication for inflammation and sent us on our way. A few days went by and at this point nothing he gave her was helping and no answers that we were looking for came about. Finally we decided to take her to a specialist Vet who does all kind of blood testing and jelly scans and better testing. My family and I walked in that day to the specialist thinking that we were going to pay for our dog to get any surgery she needed to help her limp. After hours of waiting for her blood test results and scan results we finally got our answer, our dog had cancer. We were crush, our lives were shattered the moment we heard she had spleen cancer. For a single moment we were excited to find out that surgery could be done for 10 thousand dollars that we were 100000% willing to pay, but only if the cancer has not spread into her lymph nodes. Upon a few further tests the Vets found that it had spread all through out her body and lymph nodes. That night and the next day we said our goodbyes at that point she was no longer able to walk. This was the worst day of my life, i cry everyday still thinking about her. My life forever changed this day, my attention is constantly with my other 2 dogs who lost their best friend. We buried her in our yard with a beautiful cross and her name on it, she will never be forgotten.",5.0,"This is about a day that seemed to be a normal visit to my vets office for a limp, that turned into a 2month long nightmare. My dog was said to have a back injury by my local vet and for 3-4 weeks waiting for appointments and waiting for medications to work, the worst events came to follow.",90.0,811.9427260668955
33LK57MYLURCL2L7G9V1HW8V15SZS3,1321,TKJGLWRI,50.0,woman,white,2.0,2.0,,3.0,4.0943445622221,an experience with losing and looking for a job.,imagined,I returned to my old job.,0.125,,3M1CVSFP61RZ7EYMCDQX532LAM2AQ6,2.0,somewhat,"Dear Diary,As you know, I am still looking for a job, but I am getting more discouraged every day.  Why does it seem like every job is already taken or something that just doesn't fit my skills?  Maybe I should have listened to my mom and went back to school.  Yeah right, and live on what?  I'm still just so mad about what happened.  I guess I'm just having a hard time moving on.  If only there were a job that pays well and I wouldn't have to deal with people like Tiffany and Josh.  I just don't understand why some people get so much pleasure out of other people's pain.  It wasn't enough for them to call me names everyday and mess with my stuff, they actually wanted me to be fired.  Was I right to just quit?  If I had known it was going to be this hard to find a new job, I guess maybe I would have toughed it out.  You know what?  Now that I think about it, I probably should just walk back in there and let everybody know what was going on.  Rick did say I was the best worker there and he hated to see me go.  I bet he would hire me back.  Not sure why I let those two get the best of me in the first place.  Why should I give up a good job?  If they keep giving me problems, I'll give it right back to them.  I'll let you know how it goes...Dear Diary,Got it!  And in further news,  Tiffany was fired a few days after I left.  Josh is still there, but without Tiffany, he is not so bad. This is gong to work.   I am so happy that I went back.  Steak dinner tonight!",2.0,I had a bad job. the workers tried to get me fired. It did not work. I had to quit and now I am unemployed and having a hard time finding more work,60.0,1664.0512100802873
3TVSS0C0E2M967THUMGKSXAZFAVTWU,1163,12VZC1VS,30.0,woman,white,1.0,2.0,,4.0,1.9459101490553128,Going away for my husband's birthday,imagined,We drank too much and got in the whirlpool tub.,1.0,,3K772S5NP9XPKYGV9S5PS80BX75HES,4.0,"My husband and I actually did just come home from spending a night in a hotel for his birthday, three days ago.","A week ago my husband and I went away for his birthday. It was a blast! The hotel we stayed in was really modern and great, it had a lot of art around the grounds that we went and looked at. Most specifically there was a guitar that used to be owned by Roy Orbison that my husband was super excited about. We spent some time watching his favorite movie in this really crazy state of the art theater. The movie we watched was an Anime film that I didn't like, but wow was it great in that theater! We had a really nice time swimming and really enjoyed it, it was great exercise. The restaurant was fantastic and served us great steak. It was wild because normally he only likes the steak I make for him, but this time he really enjoyed it. It made me feel self conscious and that I had to do better the next time I make steak. The most memorable thing we did was drink a little too much and get into the whirlpool tub. At first it felt really great but after a little while we began to feel woozy. When we got out, we felt very dizzy and sick to our stomachs. We had to go lay down. Neither of us felt that we'd drank that much, but I guess we were wrong! Next time we will be careful not to do such a thing.",1.0,"I planned a weekend getaway for my husband's birthday. We stayed at a lovely hotel and enjoyed time swimming and using a whirlpool.  We ate a delicious steak dinner, then saw one of his favorite movies in a state-of-the-art movie theater.",7.0,502.5205273617231
3X87C8JFV7X37AKGTDCOQ3WRUG1QSK,3247,1QP18CGJ,25.0,man,white,1.0,1.0,,1.0,4.787491742782046,someone I grew up with dying.,imagined,they were trying to reach one-hundred.,0.375,,3DL65MZB8E1Y3Q5FN0ROHH3VP10CER,1.0,Can't relate.,"One of my family members passed away about four months ago. It still is a shock to me. I mean, they lived a full and long life, but there was something about them that was different. They were important to me growing up. I had hoped they would reach the age of one-hundred, but that was not to be. It sounded like when they died it was peaceful, but that only mildly softens the blow. It's still tough to imagine they're gone. We didn't talk much recently, but that doesn't make it sting any less. There really was no way to plan for it. As far as I know, they were doing well. They were taking care of themselves. But sometimes all it takes is that one mix-up. That one thing to go wrong. That one thing that can cause a chain reaction. I will dearly miss them.",1.0,The jarring effect of hearing someone I grew up with passed away.  Had hoped they would reach the age of one-hundred.,120.0,769.2576912457675
3COPXFW7XCYKJF6TOROXZCF7JCGPK8,8410,YHAJ4G52,25.0,woman,white,5.0,4.0,1.0,4.0,3.555348061489413,Boyfriend Jason unable to commit,retold,That he is not moving an inch towards commitment.,-0.5,3J88R45B2HKQ3F50NA3MP6N95K9XP7,,,,"Dear Diary,I've had it with Jason not willing to commit. He is able to commit to other things such as his friends and his career but when it comes to me it's crickets. Understand this, if things dont change I will have to change them. I am a young beautiful woman that deserves a man that is willing to build with me. I cannot stop my life for someone that is always doing what he wants to do. Here is going to be my way of doing things. I am going to slowly withdraw myself from the relationship. I am going to put a wedge between me and them. I am sure that he waill get the message. I cannot keep going through this. It is making me look weak. I know that I am patient because we have been together for five years. However, it should not be something that I invoke in order to get done. It should be something that he feels and believes he should do. If he feel like he needs to take a dump, he aligns himself to a toilet because he values body health. In like manner he should see value right before him.",4.0,i broke up with my boyfriend because he is scared to commit. I am not getting any younger you know. I things to do and he is someone I would like to share my life with and I find it insulting that he doesn't want to do that with me. Can you go to red lobster and sample lobster. No.,35.0,218.53133534489626
3XLBSAQ9Z5YQ241FS6XQM5CZ6GDZ7K,1970,ZBKE6O5E,35.0,nonBinary,other,4.0,3.0,4.0,3.0,4.499809670330264,the way I taught my dog to be a man,recalled,my dog actually showed me who's the boss and crossed the road,-0.5,3XLBSAQ9Z5YQ241FS6XQM5CZ6GDZ7K,3XLBSAQ9Z5YQ241FS6XQM5CZ6GDZ7K,,,"An important event that really started to make me have memories would be crossing the road with my new puppy. You see, not too long ago we bought a puppy and he was very nice. However, the only thing he was scared of was the fact that there are things that look like cars. He doesn't know what they are, keep in mind he is still very young. But at the end of the day we pushed him to his limits so that he can overcome these things. After a while, the dog learned to not chase cars nor bite on their wheels. As a result, this meant that our dog is one dog that is not scared of anything in this life making him immune to the most compelling emotions of fear. As a result, this made me love the dog much more because that meant something. The more I think about it, the more my heart is filled with joy throughout the decades. I have never imagined that I would have a dog. And nevermind actually have a dog that lets me motivate him to do things that I never thought he could do. I guess that is another part of life that we must account for. Everything that is alive is capable of learning even rocks can do that too. For example rocks have the capacity to morph due to heat and temperature. To us it would be a different thing however at the end of the day it is exactly the same stressors that make up who we are.",4.0,This summary is about my dog because me and him have many memorable experiences. This experience is by far the most relative because I cannot believe I was able to see my own dog cross the road especially when the weather was hot.,90.0,423.22666546321204
3PDJHANYK62L7JNG3AMRGK8YL47H6S,2738,1QP18CGJ,25.0,man,white,1.0,1.0,,1.0,2.6390573296152584,visiting the water park.,imagined,the waits were long.,0.375,,3SBEHTYCWOPNMY86FBZ4ZNT6KIOYIT,1.0,Can't relate.,"Going to a pool is something I love doing. It allows me to be a child, in a way. It's fun. It relieves stress. Plus, it's just good exercise. My girlfriend, I, and my friend went to a water park. The wait was rough, but that's to be expected. It was a warm day. We were able to get on rides after a long wait. I didn't really mind too much. It was fun to just be in good company. It was fun to experience the journey. I loved spending time with them. The food was pretty great too, so that didn't hurt. We also played in the wave pool, as an added bonus. I think it was a journey that I won't soon forget.",1.0,"My girlfriend, friend , and I went to a water park. We got on a ride after a long wait, got food, and played in the wave pool.",14.0,346.61435879586804
3LS2AMNW5GCO9ISNMWVF6YMQY11QOB,851,ESRBT835,40.0,woman,white,1.0,1.0,4.0,4.0,1.9459101490553128,a family trip in our new car.,retold,over seven thousand Jeeps were at the convention.,0.75,3OJSZ2ATDTISVQHQLIQAX1546BQ57T,,,,"This past weekend, my family and I traveled to the Great Smokey Mountains National Park in our new Jeep.  We visited the ""Smokey Mountain Jeep Invasion.""  My goodness, it was so much fun!  It was a four day event, beginning Thursday.  There was a get together meeting that night.  Friday was a day at the convention hall, to visit vendors and take instructional classes.  There was an after party Friday night.  Saturday was much the same as Friday.  Then, Sunday morning, we went on a group ride through Cades Cove, a beautiful section of the National Park.  There were over six hundred Jeeps on the ride through the park. There were over seven thousand in attendance to some of the events over the weekend.  Everywhere you looked, there were Jeeps.  My daughter was delighted, she thought it was amazing.  We stayed in a nice hotel in the town of Pigeon Forge that had a two pools, with splash fountains, slides, and a lazy river.  We ate at some great restaurants.  We visited a small zoo, where my three year old got to see some animals she had never seen before.  It was a great weekend, all made possible because we finally got a Jeep.",1.0,"After waiting pretty much my whole life, I was able to get the car I've always dreamed of.  Owning it has brought me a lot of joy, and a new group of friends.",7.0,519.7714171704009
34QN5IT0T0DX0X08YHC4U659WMF80O,5909,JTUAPJ8X,25.0,woman,white,1.0,2.0,,3.0,1.9459101490553128,the DNA test of my grandfather.,imagined,the result showed that he was not my biological grandfather.,0.875,,3AMW0RGHOEOLRLRWL4GDR4WBEQ5PN0,1.0,It did not happen in my family.,One week ago a problem was raised in our family. It is because of the issues related to the property sale of our old home. The clash went so bad that one of my uncle told a truth suddenly. The truth was that the man I believed to be my grandfather is not. Everyone was stunned a moment. He said that my grandfather was not my genetic relative. I argued that that cannot be true. But my uncle was confident in his argument. Immediately I argued that I will prove it. I decided to take DNA test for my grandfather. I took his blood sample to the trusted hospital nearby and the test was conducted. From the result I got to know that he was not my biological relative. Hence I decided to use my mother's DNA to find who is my grandfather. It was really shocking to know that he is not my grandfather from the result. I am on the steps now to find my biological grandfather.,1.0,I took a DNA test and found out that the man I believed to be my grandfather is not. He is not my genetic relative. I used info/memories of my mother along with along with DNA matches to discover who my biological grandfather is.,7.0,298.8586954290216
33L7PJKHCHKYG6XZWJ0EEH7DVCFT8I,756,HX07Q6KC,30.0,man,white,2.0,1.0,,4.0,4.787491742782046,Moving to Belgium,imagined,Its my new home,0.75,,3HVVDCPGTFEDVCOH9NY8DUVFOM3YTC,3.0,I have moved to a new place before.,"I was able to save up enough money to travel overseas. It took all spring and summer but I was able to do it. It was a lot of hard work but like I said it was worth it and taught me a lot. Belgium was a different country in a good day. I liked all of the different kinds of beer I was able to try. The food was really interesting as well. It was not something I was used to. I was not able to eat as healthy as I wanted to, oh well. The food was good and I will need to get on the treadmill as soon as I get back. I met a lot of interesting people as well. That was probably the best part about this place. All of the people just seemed nice and interested in me. All of this made studying and learning just easy. That was the easiest part. I am not sure I could have asked for more. It took awhile to adjust but this finally feels like home to me. I hope some of family can come visit soon. I think they would have a good time like I am. I think eventually I will view this place as my real home. For now though, I just need to keep on adjusting.",1.0,"I recently spent a few months studying abroad and moving to a new country, Belgium. While it was a very hard transition for me at first, I eventually learned to love my new home.",120.0,776.7683012495976
3PW9OPU9PR6ML7J1EJ73YKBFG9W21A,1645,J9Q0B95W,25.0,woman,hisp,1.0,1.0,4.0,5.0,5.1929568508902095,my competitive behavior,recalled,my relaziation,1.0,,3PW9OPU9PR6ML7J1EJ73YKBFG9W21A,,,"I was working on my tasks as usual when my manager asked me if I could go help the other restaurant since someone had called out and they got more busy than usual. I said ok. It had been a while since I visited that restaurant. When I walked in, I saw many different faces. The place felt out of order and everyone's face was new to me. I stand in the middle and introduce myself. I forgot exatly what I said but everyone in there ignored me. As the day went by at work I caught myself feeling frustrated and somehow pushy and rude. One coworker told me to chill and take a breather. I got even more challanged, so I started ranting about the things that I tought should be organized. Soon I found myself complaning about everyhting and not helping to my best or even working.  I had then realized that I entered their enviroment and that I was there to HELP them & not ORGANIZE or try to work  the place the way I usually do at the other restaurant. I realized I had let my ego get the best of me. It was embarrasing after I left work because even in the owners face looked disappointed in me. I learned not to get too big headded after that. I deliver good work but that's all I shouldn't try to be above my peers.",1.0,I tought I was the big shot and slowly found out I had to be humble amongst my peers. I let me ego get the best of me. I didn't realize what i was doing.,180.0,444.66006416554313
3S0TNUHWKU4RZH12AT0Z9DPR1TF8DH,379,9753AB9Y,35.0,woman,white,1.0,1.0,,5.0,4.787491742782046,"a family vacation to Seaside, FL",imagined,the whole family could make it,0.625,,3YOH7BII0ATXOZ3PA3XW544PWMDVKU,5.0,My family and I take vacations as well.,"Earlier this year, my family started messaging each other about going on vacation together.  We are at that age where we want to make memories with each other's families since we have all gotten married and have our own kids.  It's a lot of fun to have vacations together.  We ended up deciding that going to Seaside, FL was the best place for us all.  It wasn't that far to travel for the whole family.  We decided to take the vacation in May since it was it would be less crowded than in the summer months.  We got more and more excited as the days counted down.  When it was finally time to go to FL, the whole family was excited!  The trip to FL was really fun for everyone in my car.  We sang songs and took a few rest stops at landmarks on the way.  When we finally made it to Seaside, we were amazed at the beauty.  It was the perfect spot to have a vacation.  We got our hotel room right on the beach.  There were so many fun activities in the area for kids to do.  We didn't really have to go too far from the hotel.  We spent a lot of time just relaxing, though.  All the kids seem to have a great time, the adults did too!  We are thankful to God that he took us there and brought us back safe.  It was an experience we'll all never forget",1.0,"We took a family vacation with my sister and her family back in May to Seaside, Florida.  The week was spent relaxing and making memories with our children.  We have been blessed because God made a way.",120.0,808.1339817043706
3URFVVM1664S0FDB5EQ1WXQJWU4UZZ,9987,4WZM0J6U,35.0,woman,white,1.0,1.0,4.0,5.0,4.499809670330264,Saving a man's life.,retold,I actually was able to help this man and make a difference.,1.0,39U1BHVTDMDCF9RTK25IN0Z2OFDT33,,,,"Well, this story represents a spectacular time event in my past which dealt with the direct influence upon someone else's life in general. Remembering back to the day of this life changing event, I still remember and feel the sensations of that moment as it happened on that day. Memory has a way of staying vivid when something very powerful sets motion within your senses. Moments like this are never forgotten, as if the event took place recently, even though many years,perhaps decades have faded away. Time may fade away, but when you are responsible for changing the life of someone else for the better. Unlike time, this type of significance never fades away. To this day, I think about that moment when I helped that elderly man in the store, and what may have happened to him had I not been there, as if I was sent there by forces beyond my control to earn my role within humanity. I realize every day, that my life really did change from that moment, this which reflects the overall impact of my existence, and the value of it's meaning. I just hope that someday, when I am in a time of need, that some guardian angel may rescue me from whatever negative aspects which may abound me. If I had not been there in that store on that day, at that time, would this event be someone else's memory to reflect upon, or perhaps the opposite may hold true. These memories could have been dark and painful. For had this man died as a result of nobody there to save his life, this would have been an everlasting tragic event for others close to him. Funerals are hard to forget as well. Unfortunately, that is not the type of memory I want to hold onto. So, in the long run, I feel justified with an enriched focus upon my life focus. I truly feel as though I have earned significant credit toward my worthiness as a human being on this plane of existence.",1.0,"I recently experienced a a life changing event which had a profound effect upon my sense of humanity. From this point forward, I have been enlightened to believe that there are forces beyond our control which work to call upon us in the time of need.",90.0,814.419897655794
3TXMY6UCAFAN0TVKWRMOBYS9KH0QCV,1162,VLRB8B2I,40.0,man,white,3.0,4.0,4.0,5.0,4.499809670330264,a vacation to Florida.,recalled,the weather was so nice.,0.75,,3TXMY6UCAFAN0TVKWRMOBYS9KH0QCV,,,"Well today I received an anniversary gift for my 20th year of employment. My company awarded me and my family with a trip to Universal Studios in Florida. I was very shocked. My wife knew about it before I did. We waited until I got home to tell the kids. The kids were very excited. The vacation was at a Universal Studios resort for 6 nights. It included a meal package as well to all of the amusement parks. We had to decide on an exact date so we started getting everyone's schedules together. It was going to be hot but August was the choice! It was too expensive to fly so we chose to drive. Took us 10 hours to get there. Weather was very nice. We went to the big water park first, Volcano Bay. The kids loved it. The next day we stayed and hung out at the resort and swam in the pool mostly. We played some games and went bowling. Next two days we went to Universal Studios park and then Adventure Island. Adventure Island was my favorite. THey had a bunch of Marvel themed restaurants and rides. The vacation was awesome. Ended too early. Food and entertainment were great and kids had a blast.",2.0,"I took a 6-night vacation to Universal Studios in Florida. I visited the Volcano Bay water park, Universal Studios and Adventure island. I rode the Incredible Hulk roller coaster. I also ate at some nice restaurants including NBC Sports Bar and Grill.",90.0,1171.8457371527052
3IGI0VL648636LFV643Y24RMI1GNO0,5745,QTJUC975,30.0,man,white,1.0,1.0,,3.0,1.9459101490553128,my daughter coming out,imagined,when she threw herself into my arms,0.25,,33OOO72IVI70S9NCDVGJG33WVU8CT7,1.0,"i've never had a daughter or been in that situation honestly, but i hope that this is how i would act. i'm sure i would actually.","so basically i was sitting in the living room watching the game like i usually do on a sunday. My daughter comes up to me and says she has something really important to talk to me about. I noticed that she looked really nervous and fidgety, her eyes darting around the room. I leaned in and assured her that she could tell me anything, i'm her father! i smiled real big and took her hand, i knew she was bisexual already, i mean i could tell the way she was looking at the cheerleaders when we watched football together. i knew because it reminded me of me! Like i said shes my daughter and i just wanted her to be happy. i said i think it would be a good idea if we met this young lady and got to know her. She started crying and threw herself into my arms. Said she wasn't sure what to think because of the way everyone behaves towards people like her in the news. i told her to ignore those people they were just ignorant and that her life doesn't hurt anyone else. Shes such a good girl and i love her so much. i never want to see her worried like that again. But of course i don't, im her father. i know how cruel the world can be. i will always do everything i can to shield her from it...always.",1.0,My daughter came out to me that she is bisexual. I told her I love her no matter what and that I will always support her health and happiness.,7.0,1794.5278276538054
